Réf. Waytex;Description;CodeBarre;Prix Public H.T;Tarif Rev1;REM;Tarif Rev2;Sorecop;Deee
78552;Tapis protège sol 0.90 x 1.20m;4024591005462;41,80 €;22,00 €;5;20,90 €;;
78561;Tapis protège sol dur Pro PET Transparent 0.90 x 1.20m;4024591008258;53,20 €;28,00 €;5;26,60 €;;
78562;Tapis protège sol dur Pro PET Transparent 1.20 x 1.30m;4024591008319;79,80 €;42,00 €;5;39,90 €;;
78571;Tapis protège sol moquette Pro PET Transparent 0.90 x 1.20m;4024591008074;55,20 €;28,00 €;5;26,60 €;;
78572;Tapis protege sol moquette Pro PET Transparent 1.20 x 1.30m;4024591008098;79,80 €;42,00 €;5;39,90 €;;
930714;Ruban adhésif armé fil à fil 120 microns 50mm x 50m ;3700616808614;4,00 €;3,50 €;10;3,15 €;;
930715;Ruban adhésif polypro silencieux 28 mic havane 50mm x 66m pack de 6 rouleaux;3700616814158;5,80 €;3,80 €;10;3,42 €;;
930716;Ruban adhésif polypro silencieux 28 mic blanc 50mm x 66m pack de 6 rouleaux;3700616814165;5,80 €;3,80 €;10;3,42 €;;
930717;Ruban adhésif polypro silencieux 28 mic transparent 50mmx 66m pack de 6 rouleaux;3700616814172;5,80 €;3,80 €;10;3,42 €;;
930723;Film étirable transparent 23 microns longueur 250m largeur 500mm;8014035021017;9,50 €;6,60 €;10;5,94 €;;
930724;Film étirable noir opaque 23 microns longueur 250m largeur 500mm ;8014035027125;9,50 €;6,60 €;10;5,94 €;;
930725;Film étirable transparent Mini roll;8014035027132;3,00 €;1,50 €;10;1,35 €;;
930730;Film bulle transparent diam bulles 10mm, 50 microns 500mm X 100m;3700616808584;19,90 €;15,00 €;10;13,50 €;;
930731;Film bulle transparent diam bulles 10mm, 50 microns 1000mm X 100m;3700616808577;30,40 €;30,00 €;10;27,00 €;;
930741;Enveloppe à bulles d'air, pochette, inter. 240x275mm blanc boîte de 100;3700616808546;22,90 €;17,20 €;10;15,48 €;;
930742;Enveloppe à bulles d'air, pochette, inter. 240x355mm blanc boîte de 100;3700616808553;25,20 €;18,90 €;10;17,01 €;;
930743;Enveloppe à bulles d'air, pochette, inter.290x375mm blanc boîte de 100;3700616808560;34,70 €;26,00 €;10;23,40 €;;
930745;Enveloppe à bulles d'air, pochette, inter. 350x470mm blanc boîte de 50;3700616814028;29,40 €;25,00 €;10;22,50 €;;
930747;Enveloppe à bulles d'air, pochette, inter. 180x260mm blanc boîte de 100;3700616814035;22,00 €;16,00 €;10;14,40 €;;
930751;Caisse américaine multi hauteur 50/100/150 660x460x150mm;;3,75 €;2,80 €;;2,80 €;;
930753;Caisse américaine simple cannelure 230x190x120mm ;3700616811867;0,57 €;0,40 €;;0,40 €;;
930754;Caisse américaine simple cannelure 400x300x100mm ;3700616811874;1,00 €;0,70 €;;0,70 €;;
930760;Pochette adhésive transparente d'expédition 230x125mm A4 3 plis boîte de 100;8014035034055;6,80 €;3,40 €;10;3,06 €;;
930780;Sachet fermeture rapide, trou susp, transparent 50mic, 60x80mm sachet de 100;3700616812994;2,20 €;0,85 €;20;0,68 €;;
930781;Sachet fermeture rapide, trou susp, transparent 50mic, 100x150mm sachet de 100;3700616811904;2,50 €;1,40 €;20;1,12 €;;
930782;Sachet fermeture rapide, trou susp, transparent 50mic, 160x220mm sachet de 100;3700616811898;4,65 €;2,60 €;20;2,08 €;;
930783;Sachet fermeture rapide, trou susp, transparent 50mic, 220x280mm sachet de 100;3700616811911;7,80 €;4,80 €;20;3,84 €;;
930784;Sachet fermeture rapide, trou susp, transparent 50mic, 230x320mm sachet de 100;3700616811928;8,90 €;5,30 €;20;4,24 €;;
930785;Sachet fermeture rapide, trou susp, transparent 50mic, 350x450mm sachet de 100;3700616815513;27,00 €;13,50 €;20;10,80 €;;
930800;Agrafeuse de bureau et agrafe cahier 24/6 26/6;4003801034263;5,80 €;4,40 €;20;3,52 €;;
930801;Agrafeuse poket avec jeu d'agrafe n°10;4003801032986;2,50 €;1,30 €;10;1,17 €;;
930802;Agrafeuse pince n°10 20 feuilles BOSTITCH;4003801030852;7,50 €;5,80 €;10;5,22 €;;
930804;Dégrafeur Arrache agrafes;4003801017983;0,83 €;0,54 €;10;0,49 €;;
930805;Dégrafeur Arrache agrafes avec verrouillage;4003801729114;1,09 €;0,62 €;10;0,56 €;;
930806;Bloc mémo plexi transparent de 700 feuilles blanches 9x9x9cm WEDO;4003801012384;3,90 €;2,90 €;10;2,61 €;;
930807;Bloc mémo plexi transparent de 700 feuilles couleurs 9x9x9cm WEDO;4003801008493;3,90 €;2,90 €;10;2,61 €;;
930808;Bloc mémo à dos encollé de 700 feuilles blanches 9x9x9cm WEDO;4003801022932;3,30 €;2,80 €;10;2,52 €;;
930809;Trousse multifonctions GSM, stylos…. En néoprène mauve;4003801802602;7,44 €;4,90 €;10;4,41 €;;
930810;Trousse multifonctions GSM, stylos…. En néoprène rose;4003801802633;7,44 €;4,90 €;10;4,41 €;;
930813;Trousse multifonctions GSM, stylos…. En néoprène noir et blanc;4003801806259;7,44 €;4,90 €;10;4,41 €;;
930814;Stylo bille rétractable 4 couleurs en acier chromé longueur 13.5cm;4003801801216;5,43 €;3,30 €;10;2,97 €;;
930817;Stylo avec coffret série MIRAC mécanisme tournant encre bleu (système Parker);4003801799353;19,00 €;12,00 €;15;10,20 €;;
930818;Pot présentoir de 50 porte mine diam 0,7, clip métal, gomme, couleurs assorties;8690857016426;36,00 €;18,00 €;10;;;
930820;Bloc mémo plexi de 700 feuilles couleurs 5.5x9cm et porte crayons WEDO;4003801800561;4,50 €;3,20 €;10;2,88 €;;
930830;Ouvre lettres manche ABS et lame acier chromé;4003801790800;1,80 €;0,90 €;10;0,81 €;;
930900;Ruban adhésif transparent de bureau 19mm x 33m pack de 8;8014035014972;3,50 €;0,98 €;10;0,88 €;;
930901;Ruban adhésif transparent de bureau 19mm x 66m pack de 8;8014035014903;5,90 €;2,20 €;10;1,98 €;;
930902;Ruban adhésif invisible de bureau 19mm x 33m pack de 6;8690857062379;4,00 €;1,50 €;10;1,35 €;;
930903;Ruban adhésif transparent de bureau 19mm x 33m sachet individuel;3700616818187;3,50 €;0,25 €;10;0,23 €;;
930904;Ruban adhésif transparent de bureau 19mm x 66m sachet individuel;3700616818194;5,90 €;0,40 €;10;0,36 €;;
930905;Ruban adhésif invisible de bureau 19mm x 33m sachet individuel;3700616818200;4,00 €;0,30 €;10;0,27 €;;
930910;Dévidoir de ruban adhésif de bureau pour 15 à 19mm x 33mètres;8014035019960;3,00 €;1,60 €;10;1,44 €;;
930911;Dévidoir de ruban adhésif de bureau pour 19 à 25mm x 66mètres;8014035019977;5,00 €;2,60 €;10;2,34 €;;
931001;Corbeille courrier A4 empilable 345x275x67mm noire ;3700616814103;2,00 €;1,04 €;10;0,94 €;;
931001C6;Lot de 8 corbeilles courrier A4 empilablec 345x275x67mm noires;3700616815261;9,90 €;5,64 €;;5,64 €;;
931002;Corbeille courrier A4 empilable 345x275x67mm rouge transparent;3700616814110;2,00 €;1,04 €;10;0,94 €;;
931002C6;Lot de 8 corbeilles courrier A4 empilables 345x275x67mm rouges transparentes;3700616815278;9,90 €;5,64 €;;5,64 €;;
931003;Corbeille courrier A4 empilable 345x275x67mm bleue transparent;3700616814127;2,00 €;1,04 €;10;0,94 €;;
931003C6;Lot de 8 corbeilles courrier A4 empilables 345x275x67mm bleues transparentes;3700616815148;9,90 €;5,64 €;;5,64 €;;
931004;Corbeille courrier A4 empilable 345x275x67mm verte transparent;3700616814134;2,00 €;1,04 €;10;0,94 €;;
931004C6;Lot de 8 corbeilles courrier A4 empilables 345x275x67mm vertes transparentes;3700616815414;9,90 €;5,64 €;;5,64 €;;
931010;Corbeille courrier anti-choc A4 empilable 345x255x67mm noire;3700616814189;2,44 €;1,20 €;5;1,14 €;;
931011;Corbeille courrier anti-choc A4 empilable 345x255x67mm transparente;3700616814196;2,44 €;1,20 €;5;1,14 €;;
931012;Corbeille courrier anti-choc A4 empilable 345x255x67mm fumé transparent;3700616814202;2,44 €;1,20 €;5;1,14 €;;
931013;Corbeille courrier anti-choc A4 empilable 345x255x67mm bleue;3700616814219;2,44 €;1,20 €;5;1,14 €;;
931014;Corbeille courrier anti-choc A4 empilable 345x255x67mm rouge;3700616814226;2,44 €;1,20 €;5;1,14 €;;
931015;Corbeille courrier anti-choc A4 empilable 345x255x67mm Blanc;3700616819191;2,44 €;1,20 €;5;1,14 €;;
931016;Corbeille courrier anti-choc A4 empilable 345x255x67mm rouge transparent;3700616819207;2,44 €;1,20 €;5;1,14 €;;
931017;Corbeille courrier anti-choc A4 empilable 345x255x67mm bleu transparent;3700616819214;2,44 €;1,20 €;5;1,14 €;;
931018;Corbeille courrier anti-choc A4 empilable 345x255x67mm vert transparent;3700616819221;2,44 €;1,20 €;5;1,14 €;;
931050;Bloc de classement noir rangement 4 tiroirs transparents;3700616814233;27,50 €;15,00 €;10;13,50 €;;
931051;Bloc de classement gris rangement 4 tiroirs blancs;3700616814240;27,50 €;15,00 €;10;13,50 €;;
931055;Bloc de classement noir rangement 8 tiroirs transparents;3700616814257;34,50 €;18,00 €;10;16,20 €;;
931056;Bloc de classement gris rangement 8 tiroirs blancs;3700616814264;34,50 €;18,00 €;10;16,20 €;;
931059;Trieur A4 plastique jeu de 3 corbeilles coulissantes;8690857019007;12,50 €;6,90 €;10;6,21 €;;
931060;Porte revues 255x330x80mm noir;3700616814295;2,75 €;1,70 €;10;1,53 €;;
931061;Porte revues 255x330x80mm gris;3700616814301;2,75 €;1,70 €;10;1,53 €;;
931062;Porte revues 255x330x80mm rouge;3700616814318;2,75 €;1,70 €;10;1,53 €;;
931063;Porte revues 255x330x80mm bleu;3700616814325;2,75 €;1,70 €;10;1,53 €;;
931065;Porte revues 245x300x80mm noir Eco;3700616814332;2,35 €;1,40 €;10;1,26 €;;
931070;Poubelle, corbeille papier souple ajourée résistante 16 litres noir;3700616814271;2,60 €;1,60 €;10;1,44 €;;
931071;Poubelle, corbeille papier souple ajourée résistante 16 litres grise;3700616814288;2,60 €;1,60 €;10;1,44 €;;
931072;Poubelle, corbeille papier métal ajourée résistante 19 litres noire;8690857014002;7,00 €;3,50 €;10;3,15 €;;
931073;Poubelle, corbeille papier avec poignés 12,5 litres noir;3700616817654;2,60 €;1,90 €;10;1,71 €;;
931074;Poubelle, corbeille papier avec poignés 12,5 litres rouge;3700616817661;2,60 €;1,90 €;10;1,71 €;;
931075;Poubelle, corbeille papier avec poignés 12,5 litres bleu;3700616817678;2,60 €;1,90 €;10;1,71 €;;
931076;Poubelle, corbeille papier avec poignés 12,5 litres vert;3700616817685;2,60 €;1,90 €;10;1,71 €;;
931077;Poubelle, corbeille papier avec poignés 12,5 litres rose;3700616817692;2,60 €;1,90 €;10;1,71 €;;
931078;Poubelle, corbeille papier avec poignés 12,5 litres turquoise;3700616817708;2,60 €;1,90 €;10;1,71 €;;
931079;Lot 6 poubelles, corbeilles papier avec poignés 12,5 litres panachée;3700616817715;2,60 €;10,80 €;10;9,72 €;;
931080;Porte cartes de visite plexi transparent;3700616814349;1,60 €;1,00 €;10;0,90 €;;
931081;Bloc mémo plexi 9x9x5 cm feuilles blanches;3700616814370;2,60 €;1,30 €;10;1,17 €;;
931082;Plaque porte note A4 plexi avec pince 225x310mm noire;3700616814387;1,90 €;1,20 €;10;1,08 €;;
931083;Trieur A4 métal jeu de 3 corbeilles coulissantes;8690857010554;12,50 €;7,70 €;10;6,93 €;;
931085;Bloc mémo plexi 9x9x5 cm feuilles blanches et oranges;3700616816718;2,00 €;1,60 €;10;1,44 €;;
931086;Taille crayons 2 trous couleurs mix lot de 30 pces;3700616816756;21,00 €;10,50 €;10;9,45 €;;
931087;Taille crayon 2 trous couleurs mix stand de 24 pièces;8690857817054;18,00 €;9,00 €;10;8,10 €;;
931088BB;Bloc mémo noir et turquoise  9x9x5 cm feuilles blanches;3700616819368;4,00 €;2,00 €;10;1,80 €;;
931088BN;Bloc mémo noir et blanc  9x9x5 cm feuilles blanches;3700616819351;4,00 €;2,00 €;10;1,80 €;;
931088BR;Bloc mémo noir et rose 9x9x5 cm feuilles blanches;3700616819382;4,00 €;2,00 €;10;1,80 €;;
931088BV;Bloc mémo noir et vert 9x9x5 cm feuilles blanches;3700616819375;4,00 €;2,00 €;10;1,80 €;;
931089;Bloc mémo décors 80x80x45mm feuilles blanches;;2,40 €;1,20 €;10;1,08 €;;
931090;Pot à crayons 105x75mm noir;3700616814356;1,37 €;0,65 €;10;0,59 €;;
931091;Pot à crayons 105x75mm transparent;3700616814363;1,37 €;0,65 €;10;0,59 €;;
931094;Pot à crayons mesh métal 98 x 80mm noir ;;1,60 €;0,80 €;10;0,72 €;;
931095;Pot à crayons  105x78mm Noir/blanc;3700616819153;2,40 €;1,20 €;10;1,08 €;;
931096;Pot à crayons  105x78mm Noir/bleu turquoize;3700616819160;2,40 €;1,20 €;10;1,08 €;;
931097;Pot à crayons 105x78mm Noir/vert;3700616819177;2,40 €;1,20 €;10;1,08 €;;
931098;Pot à crayons 105x78mm Noir/rouge;3700616819184;10,00 €;1,20 €;10;1,08 €;;
931099;Kit Pot à crayons remplis complet  105x78mm Blanc/bleu;8690857011926;7,00 €;3,50 €;10;3,15 €;;
931101;Plaque porte note A4 avec pince 225x310mm Bleu;5018505030823;1,60 €;0,89 €;10;0,80 €;;
931200;Règle 30cm double marquage transparente;3700616814394;0,40 €;0,19 €;10;0,17 €;;
931220;Règle 30cm simple marquage transparente;3700616814400;0,50 €;0,24 €;10;0,22 €;;
931230;Règle 30cm double marquage transparente avec poignée;3700616814417;0,60 €;0,29 €;10;0,26 €;;
931240;Kit 4 pièces : règle 30cm, équerres 45 et 60°, rapporteur 10 cm;3700616814424;1,10 €;0,70 €;10;0,63 €;;
931241;Kit 5 pièces : règle 30cm, équerres 45 et 60°, rapporteur 10 cm, compas à bague;3700616814431;1,50 €;0,90 €;10;0,81 €;;
931242;Equerre 21cm x 60°;3700616814448;0,60 €;0,30 €;10;0,27 €;;
931250;Trace écrous;3700616814455;3,00 €;1,50 €;10;1,35 €;;
931260;Ardoise blanche et quadrillée 185x260mm avec feutre/effacette;3700616814462;1,80 €;0,74 €;10;0,67 €;;
931261;Ciseaux scolaires enfant plastique stand de 24 pièces;3700616801493;14,00 €;7,20 €;10;6,48 €;;
931263;Gomme rectangulaire 40x18x12mm sans PVC multicouleurs stand 30 pièces;8690857204106;12,00 €;5,00 €;10;4,50 €;;
931264;Gomme arrondie 52x50x11mm sans PVC multicouleurs stand de 24 pièces;8690857207008;9,60 €;3,90 €;10;3,51 €;;
931265;Plateau de peinture blanc, palette 9 alvéoles;8690857001811;1,00 €;0,44 €;10;0,40 €;;
931266;Gomme arrondie 65x36x15mm sans PVC blanche stand de 15 pièces;8690857801305;9,60 €;4,60 €;10;4,14 €;;
931268;Trousse fourre tout rectangulaire petit modèle couleurs assorties;8690857012916;1,65 €;1,00 €;10;0,90 €;;
931270;Trousse fourre tout rectangulaire 19 x 4 x 8 cm motifs/couleurs assorties;8650001000022;2,40 €;1,20 €;10;1,08 €;;
931271;Trousse fourre tout FRUITS Kiwi/Orange/Melon assorties;4003801864037;7,80 €;3,90 €;10;3,51 €;;
931272;Trousse fourre tout BASKETS Bleu/Rose/Vert assorties;4003801855608;9,96 €;4,98 €;10;4,48 €;;
931273;Trousse fourre tout rectangulaire 18 x 3 x 4 cm couleurs assorties;non;1,65 €;0,80 €;10;0,72 €;;
931274;Trousse fourre tout rectangulaire 18 x 4 x 6 cm motifs/couleurs assorties;non;1,65 €;1,00 €;10;0,90 €;;
931299;Pochettes Coins A4 Transparent lisse, 120 mic, sachet de 50;3700616819566;6,20 €;3,10 €;10;2,79 €;;
931300;Chemise Pochette perforée A4, transparent grainé, 40 mic sachet de 50;8690857010660;1,90 €;1,10 €;10;0,99 €;;
931301;Chemise Pochette perforée A4, transparent grainé, 40 mic sachet de 50 ;3700616815797;1,80 €;0,80 €;10;0,72 €;;
931302;Chemise Pochette perforée A4, transparent grainé, 40 mic sachet de 100;3700616815803;3,00 €;1,45 €;10;1,31 €;;
931303;Chemise Pochette perforée A4, transparent grainé, 50 mic sachet de 50;3700616815810;2,00 €;0,95 €;10;0,86 €;;
931304;Chemise Pochette perforée A4, transparent grainé, 50 mic sachet de 100;3700616815827;3,80 €;1,70 €;10;1,53 €;;
931305;Chemise Pochette perforée A4, transparent grainé, 60 mic sachet de 100;3700616815834;4,40 €;2,10 €;10;1,89 €;;
931306;Chemise Pochette perforée A4, transparent grainé, 90 mic sachet de 100;3700616815841;6,40 €;3,20 €;10;2,88 €;;
931307;Chemise Pochette perforée A4, transparent Lisse, 70 mic, sachet de 100;3700616815858;7,20 €;3,50 €;10;3,15 €;;
931308;Pochettes Coins A4 Transparent grainé, 90 mic, sachet 50;3700616815865;3,80 €;1,90 €;10;1,71 €;;
931309;Pochettes Coins A4 Transparent lisse, 90 mic, sachet de 50;3700616815872;5,40 €;2,70 €;10;2,43 €;;
931310;Protège documents souple assort de couleurs N,B,R,G 20 pochettes 40 vues;8690857010875;1,10 €;0,65 €;10;0,59 €;;
931311;Lot de 3 protège-documents Bleu 20 pochettes 40 vues;3700616818293;1,10 €;0,65 €;;0,65 €;;
931312;Lot de 3 protège-documents Rouge 20 pochettes 40 vues;3700616818309;1,10 €;0,65 €;;0,65 €;;
931313;Lot de 3 protège-documents Noir 20 pochettes 40 vues;3700616818316;1,10 €;0,65 €;;0,65 €;;
931315;Protège documents souple assort de couleurs N,B,R,G 40 pochettes 80 vues;8690857010899;1,70 €;0,90 €;10;0,81 €;;
931316;Lot de 3 protège-documents Bleu 40 pochettes 80 vues;3700616818330;1,70 €;0,98 €;;0,98 €;;
931317;Lot de 3 protège-documents Rouge 40 pochettes 80 vues;3700616818347;1,70 €;0,98 €;;0,98 €;;
931318;Lot de 3 protège-documents Noir 40 pochettes 80 vues;3700616818354;1,70 €;0,98 €;;0,98 €;;
931320;Protège documents assortiment de couleurs N,B,R,G 60 pochettes 120 vues;8690857010110;2,20 €;1,10 €;10;0,99 €;;
931321;Lot de 3 protège-documents Bleu 60 pochettes 120 vues;3700616818361;2,20 €;1,10 €;;1,10 €;;
931322;Lot de 3 protège-documents Rouge 60 pochettes 120 vues;3700616818378;2,20 €;1,10 €;;1,10 €;;
931323;Lot de 3 protège-documents Noir 60 pochettes 120 vues;3700616818385;2,20 €;1,10 €;;1,10 €;;
931325;Protège documents assortiment de couleurs N,B,R,G 80 pochettes 160 vues;8690857010127;3,60 €;1,90 €;10;1,71 €;;
931326;Lot de 3 protège-documents Bleu 80 pochettes 160 vues;3700616818392;3,60 €;1,90 €;;1,90 €;;
931327;Lot de 3 protège-documents Rouge 80 pochettes 160 vues;3700616818323;3,60 €;1,90 €;;1,90 €;;
931328;Lot de 3 protège-documents Noir 80 pochettes 160 vues;3700616818408;3,60 €;1,90 €;;1,90 €;;
931330B;Protège documents Bleu Prémium 20 vues 10 pochettes;3700616817739;1,18 €;0,59 €;10;0,53 €;;
931330N;Protège documents Noir Prémium 20 vues 10 pochettes;3700616817722;1,18 €;0,59 €;10;0,53 €;;
931330R;Protège documents Rouge Prémium 20 vues 10 pochettes;3700616817753;1,18 €;0,59 €;10;0,53 €;;
931331B;Protège documents Bleu Prémium 40 vues 20 pochettes;3700616817791;1,50 €;0,75 €;10;0,68 €;;
931331N;Protège documents Noir Prémium 40 vues 20 pochettes;3700616817784;1,50 €;0,75 €;10;0,68 €;;
931331R;Protège documents Rouge Prémium 40 vues 20 pochettes;3700616817814;1,50 €;0,75 €;10;0,68 €;;
931332B;Protège documents Bleu Prémium 60 vues 30 pochettes;3700616817845;1,80 €;0,90 €;10;0,81 €;;
931332N;Protège documents Noir Prémium 60 vues 30 pochettes;3700616817838;1,80 €;0,90 €;10;0,81 €;;
931332R;Protège documents Rouge  Prémium 60 vues 30 pochettes;3700616817869;1,80 €;0,90 €;10;0,81 €;;
931333B;Protège documents  Bleu Prémium 80 vues 40 pochettes;3700616817890;2,10 €;1,05 €;10;0,95 €;;
931333N;Protège documents Noir Prémium 80 vues 40 pochettes;3700616817883;2,10 €;1,05 €;10;0,95 €;;
931333R;Protège documents Rouge  Prémium 80 vues 40 pochettes;3700616817913;2,10 €;1,05 €;10;0,95 €;;
931335B;Protège documents Bleu  Prémium 120 vues 60 pochettes;3700616817999;3,00 €;1,50 €;10;1,35 €;;
931335N;Protège documents Noir Prémium 120 vues 60 pochettes;3700616817982;3,00 €;1,50 €;10;1,35 €;;
931335R;Protège documents Rouge Prémium 120 vues 60 pochettes;3700616818088;3,00 €;1,50 €;10;1,35 €;;
931336B;Protège documents  Bleu Prémium 160 vues 80 pochettes;3700616818095;4,00 €;2,00 €;10;1,80 €;;
931336N;Protège documents Noir Prémium 160 vues 80 pochettes;3700616818101;4,00 €;2,00 €;10;1,80 €;;
